trend_fact_key,video_id,date_key,geography_key,channel_key,subcategory_key,views,likes,comments,shares,watch_time_minutes,subscriber_count,days_since_published,tag_count,ad_spend,title_length,popularity_score
542,YT00541,278,3,1,7,738135,67348,4952,4241,167056.99,3489709,1,7,9506.0,44,46.1607
543,YT00542,22,5,2,5,715092,75021,9476,2715,146463.48,3790691,7,12,2703.0,37,46.5307
544,YT00543,212,4,2,2,727948,36452,4684,1540,188507.41,3096295,7,14,12881.0,41,36.6245
545,YT00544,240,3,4,8,883613,98455,7760,5198,90699.17,3952535,3,9,9637.0,45,53.5953
546,YT00545,34,4,2,6,474648,24401,2360,711,41255.61,3238002,1,7,12243.0,41,26.9021
547,YT00546,108,1,1,3,494729,25790,2247,1341,82854.19,152755,8,15,12125.0,50,28.1291
548,YT00547,62,2,2,2,394207,19938,1721,696,97980.38,1576955,3,10,19.0,41,23.6795
549,YT00548,217,1,2,8,327288,15574,524,1098,78714.72,546813,3,3,7500.0,45,20.8801
550,YT00549,29,4,2,5,559455,22404,1556,1511,74498.45,2974431,13,2,11175.0,37,28.2231
551,YT00550,302,5,1,4,507267,34036,1732,1439,52396.45,1699236,11,3,7440.0,41,31.6409
552,YT00551,86,2,2,2,834307,60491,2175,4807,189126.39,3175231,5,3,9811.0,41,46.1515
553,YT00552,194,2,3,2,437852,39477,7085,1972,115363.9,3838693,13,7,5364.0,41,33.9753
554,YT00553,53,5,4,8,483719,19203,957,798,107842.2,1051783,4,11,10698.0,45,24.9502
555,YT00554,93,4,1,6,392337,28268,4092,2465,100437.01,655794,10,11,15649.0,41,29.0308
556,YT00555,117,1,1,8,486625,25106,3722,1964,99476.13,3202543,3,4,170.0,45,28.0383
557,YT00556,252,5,3,2,1029514,31506,2129,1047,72155.99,2511391,5,16,14622.0,41,44.1642
558,YT00557,108,1,4,8,497788,34309,2635,2658,82065.22,3017975,14,3,6257.0,45,32.2638
559,YT00558,16,3,3,3,757993,57496,5035,1034,76129.22,3640421,1,9,9311.0,50,42.7588
560,YT00559,80,1,2,2,530390,17311,546,567,32419.88,2521527,11,10,15964.0,41,25.2051
561,YT00560,172,2,3,1,453867,34783,1874,678,80787.87,2215930,6,17,4509.0,40,31.1399
562,YT00561,147,4,2,8,216712,19311,1079,1350,30070.15,2487536,2,4,1298.0,45,25.6103
563,YT00562,160,4,1,7,408219,29890,3443,1664,99660.63,1341605,9,16,15201.0,44,29.3298
564,YT00563,156,1,1,5,309453,17328,823,1432,46818.45,660339,10,7,8338.0,37,22.1879
565,YT00564,168,2,1,8,365525,41091,3788,3343,48771.2,169133,1,15,4039.0,45,34.2954
566,YT00565,104,4,3,3,774281,55400,1883,3075,177694.51,1734376,4,18,10241.0,50,43.1825
567,YT00566,204,5,1,6,639143,65686,8592,2395,114756.75,2046856,3,10,13496.0,41,43.5695
568,YT00567,205,4,3,5,335825,10573,1297,313,20031.01,896566,11,5,9212.0,37,17.3856
569,YT00568,148,2,3,6,473375,28971,3743,1031,25693.59,1560142,9,14,15198.0,41,28.9811
570,YT00569,132,2,2,6,303572,24881,1659,2128,14527.06,1102655,10,11,13575.0,41,27.7482
571,YT00570,77,5,1,6,443688,32754,1137,2838,68226.67,2290827,8,6,9849.0,41,31.4073
572,YT00571,171,2,1,6,446501,39715,2700,2558,111547.53,103718,5,11,16428.0,41,34.3747
573,YT00572,210,3,4,4,622659,59945,5153,1811,126474.99,293792,13,18,10611.0,41,41.9743
574,YT00573,195,2,4,1,877073,63824,11467,4403,84145.3,3211849,9,17,8799.0,40,47.6796
575,YT00574,123,2,4,3,937047,70432,5547,5447,137162.88,3598115,7,3,11986.0,50,50.6853
576,YT00575,82,5,2,6,208143,7995,328,549,39259.19,2134647,14,14,1435.0,41,14.24
577,YT00576,306,2,3,1,497339,41356,4370,978,32668.21,2773111,13,6,3212.0,40,34.2494
578,YT00577,286,5,3,7,389957,23487,2827,1539,84850.02,2960289,11,12,4699.0,44,25.9902
579,YT00578,68,5,2,1,818232,63218,5208,2415,162469.21,2565359,2,14,13306.0,40,45.7763
580,YT00579,184,5,3,3,461376,12717,790,611,124553.48,3163955,2,17,8105.0,50,21.5743
581,YT00580,189,1,2,6,182656,5575,835,136,45582.46,13415,11,14,7864.0,41,11.1993
582,YT00581,115,5,1,8,460663,28758,3185,1164,32423.65,757943,10,4,12060.0,45,28.8201
583,YT00582,298,1,3,3,564185,25573,3288,1030,111943.45,3077991,3,6,12819.0,50,29.2442
584,YT00583,279,4,2,7,481777,42073,6994,2196,57847.84,166571,7,18,16575.0,44,35.128
585,YT00584,4,3,2,5,451198,17755,2774,414,108672.6,3733792,4,10,6210.0,37,23.4349
586,YT00585,127,5,1,8,760484,47892,6190,1881,179647.01,1801959,12,11,8219.0,45,40.5574
587,YT00586,245,4,3,1,291293,21885,915,1176,26447.75,2213459,11,14,12845.0,40,25.1622
588,YT00587,224,4,1,8,495379,25734,2835,1942,70832.97,1111155,9,12,6886.0,45,28.4205
589,YT00588,235,5,2,5,1001355,44270,2846,3983,45448.16,2270180,3,5,12265.0,37,46.5325
590,YT00589,21,1,2,5,389769,46670,6046,3774,64963.58,625516,3,4,7801.0,37,35.371
591,YT00590,203,1,2,7,226704,22454,4006,1251,14967.19,1689801,11,12,2858.0,44,27.8077
592,YT00591,24,4,3,5,683828,21363,2613,1045,172292.14,1835509,4,2,10179.0,37,30.9977
593,YT00592,28,4,1,6,635858,21331,3207,1488,57630.91,2682747,11,10,16883.0,41,29.7995
594,YT00593,213,2,3,6,372882,36815,6536,2212,100611.96,3838096,7,9,6264.0,41,33.5239
595,YT00594,229,5,3,3,793228,54004,2990,1501,209686.81,1355710,5,17,11543.0,50,42.7046
596,YT00595,12,1,3,7,346164,20213,932,440,63253.39,3476832,8,12,4986.0,44,23.2533
597,YT00596,15,2,4,7,538367,32244,5617,2387,98468.57,2786723,11,17,9644.0,44,31.8068
598,YT00597,41,2,3,2,308636,25431,4052,745,71976.32,457580,12,12,7178.0,41,26.8833
599,YT00598,135,3,2,6,169099,13881,2043,434,27562.73,978132,14,5,2929.0,41,21.4417
600,YT00599,215,2,3,6,742460,33750,2518,3004,185261.9,2578626,1,10,15015.0,41,36.747
601,YT00600,71,5,3,3,524890,31761,4432,2757,107555.0,2384410,13,3,13869.0,50,31.6117
602,YT00601,66,5,2,1,413040,19875,2934,335,32506.38,3430581,8,12,4596.0,40,23.6804
603,YT00602,56,4,1,7,504670,56459,2810,3319,53190.87,1234992,2,9,15977.0,44,39.0557
604,YT00603,11,5,2,8,622097,46998,7436,757,160094.73,1188463,8,13,10416.0,45,37.3846
605,YT00604,126,5,3,2,411360,31817,5332,2827,54530.39,402831,8,5,12257.0,41,30.9759
606,YT00605,14,4,3,4,248125,27586,2248,2447,68087.9,559708,5,3,6298.0,41,29.9162
607,YT00606,162,3,3,7,205468,11402,1055,785,40835.0,2707913,9,10,10747.0,44,17.8482
608,YT00607,77,3,4,6,202942,23621,2684,1165,54322.12,738963,12,7,6638.0,41,27.1316
609,YT00608,195,5,1,3,336008,29582,2785,968,46179.69,3975167,13,18,440.0,50,29.1911
610,YT00609,100,5,2,3,531811,13660,1099,1176,53286.26,2614546,1,6,4745.0,50,24.1553
611,YT00610,192,3,2,1,353278,28250,4360,1225,57386.76,1990476,1,4,8082.0,40,28.3934
612,YT00611,215,5,4,2,786019,44272,6561,2259,175642.48,3647478,6,12,11025.0,41,40.3187
613,YT00612,188,4,3,5,175914,9391,763,235,48169.65,2627373,10,10,2908.0,37,15.6578
614,YT00613,4,3,4,4,676414,63179,7054,3688,70139.21,1784840,2,5,11576.0,41,44.1234
615,YT00614,92,5,2,5,1119172,29042,3497,2102,291294.1,2398008,2,7,17566.0,37,46.93
616,YT00615,226,1,4,3,508475,55117,4228,1053,81264.84,606208,8,11,7798.0,50,38.077
617,YT00616,286,2,1,1,267128,19667,732,480,42538.76,850837,7,16,1251.0,40,23.3626
618,YT00617,186,2,1,3,522353,35437,4218,941,22543.13,24563,3,14,10781.0,50,32.1167
619,YT00618,235,5,1,2,484748,47537,2747,4198,132821.76,2816617,12,11,3705.0,41,38.4161
620,YT00619,267,4,4,1,357989,38452,2609,1994,55406.17,155060,9,2,11702.0,40,33.1089
621,YT00620,117,4,1,2,563079,66253,4347,5768,73914.41,205806,1,5,14899.0,41,42.2403
622,YT00621,169,1,2,4,470477,13877,2180,409,63042.68,1385883,11,18,3993.0,41,22.2004
623,YT00622,78,1,4,1,334472,27152,4414,973,18589.28,707740,7,7,6234.0,40,27.7663
624,YT00623,216,1,4,6,741357,37854,6703,1502,44334.11,3466786,10,18,14320.0,41,37.3199
625,YT00624,113,5,2,2,458243,47388,4038,3495,102122.3,517804,4,5,14629.0,41,37.5157
626,YT00625,290,3,1,2,520284,49662,7108,1559,94418.65,3194195,9,4,1942.0,41,37.8572
627,YT00626,259,2,4,2,489202,39737,3113,3286,46950.4,1383424,4,9,12751.0,41,34.7359
628,YT00627,299,1,2,5,417508,13636,1310,257,107286.77,1809587,7,13,6100.0,37,20.7133
629,YT00628,34,1,4,7,259515,8488,580,630,38736.4,1839732,7,6,462.0,44,15.0413
630,YT00629,111,1,2,8,348677,15030,625,708,49112.75,1540574,14,15,8273.0,45,20.4836
631,YT00630,186,4,1,6,192844,14443,2096,384,46657.86,429886,8,10,2825.0,41,20.7811
632,YT00631,20,5,4,3,494337,43104,6819,2848,21901.83,2203080,12,13,3621.0,50,35.8898
633,YT00632,98,1,1,8,364449,13668,900,649,89937.3,1250642,11,6,10558.0,45,19.913
634,YT00633,144,1,1,4,416962,17888,1071,1422,63472.51,2678454,12,3,7025.0,41,23.4389
635,YT00634,196,2,3,4,511767,58717,3675,2810,95849.48,2047277,11,15,7179.0,41,39.0598
636,YT00635,173,2,3,3,585891,19879,3437,664,57450.18,3700083,3,17,2875.0,50,27.6343
637,YT00636,146,4,2,8,466204,24309,4078,1409,34417.66,2638265,9,15,7372.0,45,27.1021
638,YT00637,280,4,1,2,697326,72910,6787,2994,114470.1,3844062,9,14,2655.0,41,45.9651
639,YT00638,251,4,1,6,140788,11283,1281,798,21315.58,177497,9,11,1872.0,41,20.7286
640,YT00639,116,4,1,4,449388,23466,1113,759,28902.42,781235,12,8,14294.0,41,26.1309
641,YT00640,183,4,4,2,496696,56751,2433,4890,93742.11,1805259,11,14,1277.0,41,39.5632
642,YT00641,36,2,1,3,251169,26796,2238,1519,58472.24,395820,7,13,6160.0,50,29.0809
643,YT00642,151,4,2,8,182701,13265,841,670,17458.54,3155057,11,9,283.0,45,20.3483
644,YT00643,251,3,2,1,603045,22896,1808,1266,29869.13,2086120,10,10,9754.0,40,29.3494
645,YT00644,90,5,1,2,258437,17184,1318,1487,32955.42,2939613,6,6,1438.0,41,22.588
646,YT00645,279,1,3,5,479121,52774,6299,2188,52300.98,605307,9,14,7097.0,37,37.5612
647,YT00646,123,3,4,6,496441,45540,7016,2321,74153.66,3774590,13,13,16612.0,41,36.6074
648,YT00647,129,4,2,4,473158,51086,1852,889,82442.68,3173361,6,10,4761.0,41,36.6577
649,YT00648,77,2,1,5,1027340,90443,13247,4801,159363.25,3883493,10,10,17673.0,37,56.4806
650,YT00649,75,4,3,1,249791,11841,1925,654,22848.69,2594234,13,10,754.0,40,17.6507
651,YT00650,175,3,4,7,602941,19688,2313,1419,38791.79,3917459,5,16,14840.0,44,28.3461
652,YT00651,164,3,2,3,971399,28198,856,1034,216931.86,3870634,14,6,15289.0,50,41.6048
653,YT00652,300,1,4,4,371343,18784,1387,910,71269.86,569588,11,13,12115.0,41,22.9643
654,YT00653,96,5,3,8,581345,17669,2081,987,62968.76,1375987,12,17,9873.0,45,26.8917
655,YT00654,126,3,4,5,788950,77038,8085,3231,196269.89,1186924,8,6,11927.0,37,49.0022
656,YT00655,290,5,4,7,123700,14490,2282,706,33376.83,1248063,12,8,11752.0,44,24.0466
657,YT00656,165,3,1,4,697670,58194,4204,5159,98019.1,2463800,9,13,10130.0,41,43.4361
658,YT00657,122,1,4,2,327764,25454,2978,1793,82550.33,1433422,10,2,6947.0,41,27.4424
659,YT00658,282,1,2,3,419755,49775,8040,3778,42346.2,1474298,10,13,5223.0,50,36.3647
660,YT00659,226,2,3,7,697488,75572,12245,6552,30101.88,3983568,6,14,14868.0,44,47.2464
661,YT00660,131,4,2,2,460061,29637,4806,2232,28373.06,603257,5,14,8602.0,41,29.7763
662,YT00661,41,4,2,5,750636,68478,3670,3199,188940.49,1445407,10,11,11077.0,37,46.2723
663,YT00662,218,2,3,2,452590,45095,2704,2480,93977.05,1795617,1,11,6229.0,41,36.6869
664,YT00663,278,1,2,2,608000,43863,2608,771,169335.61,2728393,11,13,7743.0,41,36.1691
665,YT00664,29,3,3,8,309080,18998,3250,1437,67357.17,3298711,9,16,4024.0,45,23.273
666,YT00665,239,4,2,3,325711,24141,1366,1352,13275.47,3589033,8,14,998.0,50,26.3245
667,YT00666,53,4,1,7,194855,19427,2222,650,27410.39,2793052,11,12,5732.0,44,26.1564
668,YT00667,132,3,4,1,444083,12026,544,1044,106011.08,1728738,3,12,8935.0,40,21.063
669,YT00668,180,2,4,2,450616,42750,6720,3761,70952.36,444337,3,16,10347.0,41,36.3734
670,YT00669,200,2,1,3,262934,14699,981,262,53316.23,3926864,8,3,4469.0,50,19.4556
671,YT00670,65,1,3,3,256828,7320,669,393,64850.7,2014255,3,9,80.0,50,13.8715
672,YT00671,66,2,2,7,350151,15741,2111,1364,52589.48,3220371,7,12,11231.0,44,21.3769
673,YT00672,304,5,1,6,149600,15637,2158,535,29917.03,1436390,10,3,63.0,41,24.5194
674,YT00673,204,1,3,3,713780,29715,5276,2044,81063.97,3890426,14,18,8661.0,50,34.5726
675,YT00674,67,5,2,3,884442,50016,6515,2870,39198.06,2801401,2,18,17480.0,50,44.2782
676,YT00675,197,2,4,6,286549,21301,3284,700,38477.55,1729706,8,18,6322.0,41,24.4206
677,YT00676,1,4,3,4,295356,18264,692,309,77538.53,353183,1,3,9817.0,41,21.9136
678,YT00677,225,5,1,2,455286,13473,574,1180,110272.33,513679,3,15,7165.0,41,22.0605
679,YT00678,107,3,4,7,281061,21877,1287,1953,40438.2,2817452,3,5,3504.0,44,26.0341
680,YT00679,69,1,2,3,390884,33389,1717,1148,20973.06,633173,8,3,12245.0,50,30.8117
681,YT00680,235,2,2,7,195980,18528,1395,1234,35458.29,135256,4,2,11998.0,44,25.9083
682,YT00681,97,3,1,6,244621,28114,943,1165,18656.21,977116,2,13,2958.0,41,28.5053
683,YT00682,169,1,2,3,872353,76039,4305,3336,101257.22,2569935,6,4,15850.0,50,50.0765
684,YT00683,204,1,1,8,413187,16657,2069,261,90146.92,1307211,14,12,8827.0,45,22.0802
685,YT00684,184,4,4,4,584596,49609,5024,2549,111665.25,3551047,8,11,3816.0,41,38.5769
686,YT00685,219,2,1,5,109888,13119,1539,249,12357.56,45824,2,6,336.0,37,22.65
687,YT00686,8,5,4,7,163610,13565,1340,308,20099.24,681153,1,3,1242.0,44,21.2221
688,YT00687,50,1,3,6,321097,32926,1974,1054,14667.49,2561406,9,5,109.0,41,31.1046
689,YT00688,194,2,4,3,722202,31691,1479,1083,136671.31,2358022,14,17,17030.0,50,35.0087
690,YT00689,147,3,3,8,205415,12367,633,576,15510.68,1791004,9,11,4820.0,45,18.5345
691,YT00690,294,4,4,6,252653,9605,1400,729,46217.99,3815795,14,8,16547.0,41,15.9512
692,YT00691,42,4,2,6,460353,53776,1706,4336,57225.23,1548552,10,6,14437.0,41,38.0456
693,YT00692,93,3,3,6,312769,8566,457,638,42071.55,44024,3,8,16959.0,41,15.9481
694,YT00693,180,1,2,1,841080,61376,3981,4011,109701.63,3134226,12,13,15495.0,40,46.26
695,YT00694,105,1,4,5,477219,42386,3553,1602,55785.74,2309512,9,9,10205.0,37,34.9487
696,YT00695,289,4,1,8,408897,33416,5951,2603,60132.13,851554,8,4,13161.0,45,31.6289
697,YT00696,13,1,4,4,518629,60079,10342,3931,112387.12,1295855,9,15,15838.0,41,39.8484
698,YT00697,185,4,3,1,580890,23484,4168,1502,51623.3,1970148,13,13,6013.0,40,29.1028
699,YT00698,130,5,1,8,148349,6457,541,142,29040.57,2655622,7,7,2404.0,45,12.5212
700,YT00699,259,4,2,3,422066,42171,1466,2400,101243.96,201573,4,3,16032.0,50,35.609
701,YT00700,257,4,2,3,341465,11156,1116,875,61171.78,376915,8,4,13153.0,50,18.2496
702,YT00701,94,4,2,7,729239,83992,9943,1629,114902.31,1035130,2,13,17138.0,44,46.6892
703,YT00702,34,1,1,1,390541,27120,2197,1127,34401.47,1587665,12,13,2647.0,40,27.5901
704,YT00703,260,4,2,6,319986,24404,2992,1556,61159.42,2827759,11,16,15454.0,41,26.7097
705,YT00704,94,1,3,1,342067,32441,2321,1514,39284.96,2590865,14,8,10363.0,40,31.1723
706,YT00705,17,5,1,5,348182,28542,4844,1525,54949.74,1583236,3,16,1248.0,37,28.8255
707,YT00706,264,2,1,5,402721,35474,5291,1099,42840.53,743392,2,9,6714.0,37,31.7526
708,YT00707,103,4,1,2,833420,98805,15156,2056,231144.89,3386552,5,13,7277.0,41,50.7925
709,YT00708,234,1,2,7,311159,11725,1671,332,40847.36,3037988,9,17,2975.0,44,17.7012
710,YT00709,229,2,2,4,663875,58279,6397,1760,167068.89,3991621,11,12,14908.0,41,41.8129
711,YT00710,296,1,1,3,505679,25426,4356,1280,43084.77,2123318,10,6,11187.0,50,28.1397
712,YT00711,28,2,2,8,455165,24839,2375,942,105715.15,302750,14,13,14311.0,45,26.9211
713,YT00712,84,1,4,1,628322,55773,2105,3057,46046.5,148198,10,16,17390.0,40,41.1818
714,YT00713,102,2,2,4,599655,37946,5216,908,98677.34,1074227,5,13,11178.0,41,34.134
715,YT00714,212,3,4,1,437373,12980,949,908,94918.56,2289897,13,10,6922.0,40,21.2531
716,YT00715,219,3,1,4,982035,72716,5917,2323,157817.36,3032221,6,13,12279.0,41,51.3466
717,YT00716,110,2,2,8,415891,12642,1737,587,61395.75,1363127,7,14,13161.0,45,20.3969
718,YT00717,240,1,2,5,307308,19957,3098,1711,52251.23,876648,3,8,5354.0,37,24.1288
719,YT00718,114,3,2,6,270978,27613,4053,1344,48529.63,2567621,6,13,10944.0,41,29.578
720,YT00719,101,1,2,1,443822,42438,4798,2984,69777.56,3450729,3,8,4485.0,40,35.8537
721,YT00720,220,4,2,8,335124,14872,875,820,62584.21,3600978,9,9,3514.0,45,20.3159
722,YT00721,38,2,1,3,600839,38964,3304,2056,36312.22,2756253,10,8,1991.0,50,34.9708
723,YT00722,154,3,2,7,307472,9622,846,351,36284.6,2352096,12,9,9754.0,44,16.2992
724,YT00723,30,3,4,1,403982,44468,4747,3602,41321.49,3963511,4,13,2349.0,40,35.7312
725,YT00724,184,4,4,8,356307,36558,3284,2931,93244.27,478685,8,8,9041.0,45,33.7076
726,YT00725,127,2,4,1,725932,77232,6240,2922,102523.4,2926742,9,8,12982.0,40,47.0087
727,YT00726,236,4,1,8,497812,22034,3310,1593,33287.65,1739628,2,8,11556.0,45,26.7976
728,YT00727,111,3,3,1,263007,10703,712,417,42767.99,1670527,11,5,940.0,40,16.5639
729,YT00728,61,5,4,6,328718,37181,1619,671,91302.75,3593543,2,8,2410.0,41,31.0902
730,YT00729,198,4,4,5,552384,43004,5158,3622,64589.16,1891911,11,11,14117.0,37,36.4737
731,YT00730,78,3,1,6,384890,15189,1280,1094,52414.06,2648169,13,16,8241.0,41,21.3641
732,YT00731,92,5,4,4,1127402,45085,7410,1188,263434.35,3080424,7,18,12176.0,41,49.8516
733,YT00732,120,3,2,2,364089,38862,6411,2519,81038.55,3233841,4,3,9744.0,41,33.6829
734,YT00733,16,4,4,6,292784,24598,2085,1279,69382.8,3638186,10,11,17270.0,41,27.0796
735,YT00734,300,4,1,5,561327,14470,1035,535,82599.33,1736991,6,13,7706.0,37,25.0052
736,YT00735,31,1,4,3,461058,54726,6135,1827,67221.2,1981258,13,2,14505.0,50,36.7089
737,YT00736,164,5,1,4,496387,54204,7569,3898,132381.09,3720922,4,4,2411.0,41,39.0531
738,YT00737,122,1,1,7,207014,24411,3113,2044,19537.81,3797079,11,5,5355.0,44,28.323
739,YT00738,271,4,4,4,400653,26762,1521,524,83097.2,3635921,3,2,9026.0,41,27.0591
740,YT00739,291,5,4,8,213779,20358,1015,486,59810.79,147495,3,3,3925.0,45,25.7314
741,YT00740,119,3,4,4,599471,37434,2015,3034,129074.32,1077755,14,9,15541.0,41,34.8466
742,YT00741,110,3,2,3,424310,50272,8884,1010,108122.33,1933923,8,9,6801.0,50,34.8865
743,YT00742,156,4,4,6,608816,66083,6535,5912,117537.9,1564133,1,7,17124.0,41,43.8828
744,YT00743,8,4,4,7,468205,40076,2623,2715,129114.34,3851289,10,18,17468.0,44,34.5644
745,YT00744,115,1,2,8,428498,41538,1574,3004,60542.39,1851336,4,5,297.0,45,35.5944
746,YT00745,113,3,1,7,686942,21145,2177,1251,180763.78,3769263,6,18,11509.0,44,31.1001
747,YT00746,228,1,2,5,560664,14757,2347,1237,98543.97,238987,6,15,16059.0,37,25.4013
748,YT00747,72,4,3,3,234795,15893,1489,824,13158.83,599374,6,7,2187.0,50,21.3483
749,YT00748,29,5,2,3,489423,29286,4049,2487,64860.24,1452339,1,18,1382.0,50,30.0575
750,YT00749,205,1,3,3,994282,35828,1079,1233,242092.0,1530255,5,9,12829.0,50,43.9383
751,YT00750,212,2,4,7,576398,38298,5929,2530,80603.08,2549713,9,14,9583.0,44,34.5825
752,YT00751,259,5,1,2,310183,17755,1405,979,73626.16,480577,4,5,10298.0,41,22.0974
753,YT00752,157,5,4,6,402896,13456,1290,355,27557.6,3631230,5,17,9241.0,41,20.3599
754,YT00753,108,4,4,8,261295,27618,2317,659,34935.09,465171,14,3,9428.0,45,28.5926
755,YT00754,216,2,4,2,789464,37094,6547,2967,201799.37,3748734,4,15,8520.0,41,38.8059
756,YT00755,149,1,2,8,1013034,117938,8337,10354,198298.96,3843735,6,9,9409.0,45,59.7048
757,YT00756,133,3,3,7,209897,7133,1236,603,43228.39,3758429,3,6,4296.0,44,13.4814
758,YT00757,156,2,3,3,852674,69959,10639,2256,127578.49,3609800,4,15,3328.0,50,47.9941
759,YT00758,301,1,4,4,390457,40170,5268,2323,95643.66,1285922,10,12,2240.0,41,34.4644
760,YT00759,230,1,3,6,395744,36291,5617,1998,73052.6,167735,14,16,17906.0,41,32.7851
761,YT00760,54,2,1,5,1007358,120834,7823,3195,50638.38,2481466,12,5,17817.0,37,57.7221
762,YT00761,48,5,1,8,803243,83245,2693,2900,53482.33,2008738,13,11,9398.0,45,49.9067
763,YT00762,213,2,2,6,386401,15040,2520,1329,85066.93,3623800,13,9,10319.0,41,21.4641
764,YT00763,220,1,2,7,429756,45820,6879,1268,48655.57,2621725,11,3,14923.0,44,35.2405
765,YT00764,296,5,2,2,631477,73614,3873,4384,58642.28,2695592,9,10,8718.0,41,44.0706
766,YT00765,267,1,2,3,492769,21744,890,1073,60370.77,2910702,14,11,17043.0,50,26.3191
767,YT00766,287,2,3,2,633223,48538,5768,2799,171227.62,3123983,8,8,14662.0,41,38.8383
768,YT00767,143,4,2,5,269286,28459,4422,1757,35012.15,814818,13,18,3022.0,37,29.9035
769,YT00768,214,3,4,4,491526,23799,3064,1418,32543.67,767315,11,5,16278.0,41,27.3061
770,YT00769,91,5,2,8,382791,34388,3788,996,34170.6,3413438,14,17,5362.0,45,31.2968
771,YT00770,153,5,1,6,222352,21804,1479,1607,24468.34,462642,8,10,7454.0,41,27.869
772,YT00771,36,5,4,8,724908,48199,7415,3284,82625.55,2962978,1,9,2230.0,45,40.3931
773,YT00772,193,2,4,4,318711,16485,2551,550,25370.85,774034,14,10,13089.0,41,20.9676
774,YT00773,84,4,1,8,255732,23276,1252,622,30360.28,3807229,12,9,2545.0,45,26.5576
775,YT00774,65,4,1,8,420628,36480,5755,1242,74020.41,1522472,10,10,9778.0,45,32.2321
776,YT00775,65,2,1,4,935212,90192,15638,1876,93940.0,2410982,2,4,15115.0,41,53.9175
777,YT00776,34,3,1,5,825346,71064,5701,2179,148501.49,3081381,13,3,12722.0,37,47.7427
778,YT00777,96,4,2,6,312515,13610,1876,1042,27216.95,787784,3,15,2110.0,41,19.4943
779,YT00778,80,4,3,8,384429,30011,4198,2192,64560.12,881125,6,11,7359.0,45,29.7817
780,YT00779,193,3,3,2,411593,44665,2061,2485,76256.94,2259021,10,4,5452.0,41,35.307
781,YT00780,141,2,1,2,418741,32947,5399,1008,53743.35,2236189,13,18,6378.0,41,30.4132
782,YT00781,227,3,3,7,194933,14994,1890,291,40483.41,3240399,9,3,5123.0,44,21.1424
783,YT00782,37,5,3,8,820621,26167,3844,1207,146826.38,123446,1,4,17477.0,45,36.4239
784,YT00783,286,1,4,1,308922,28995,1531,1796,47110.14,1405077,5,3,11232.0,40,30.0365
785,YT00784,157,3,4,7,424398,11713,1293,745,49492.59,1545367,7,15,9079.0,44,20.2535
786,YT00785,43,5,1,6,279436,33208,5104,1149,43598.14,1098766,1,12,1088.0,41,29.6944
787,YT00786,50,1,4,1,179761,16960,954,697,47398.21,2651297,7,7,1264.0,40,24.6352
788,YT00787,75,5,2,3,550299,56614,9850,2258,125449.41,1836863,8,10,6406.0,50,40.2089
789,YT00788,298,1,4,2,421040,15083,2308,401,51836.78,1065516,10,10,9841.0,41,21.5672
790,YT00789,216,4,3,7,295938,31555,5360,2689,14522.48,3085586,6,17,286.0,44,31.5788
791,YT00790,49,4,1,7,255169,15165,1301,838,27158.64,2808685,4,2,600.0,44,20.4315
792,YT00791,21,3,4,5,218380,12216,491,403,9833.15,2263790,12,5,213.0,37,17.945
793,YT00792,15,1,4,7,441532,14589,1765,880,30877.67,1037542,4,5,12372.0,44,22.0667
794,YT00793,172,1,2,7,194983,9349,1602,512,27130.74,1766196,7,10,4208.0,44,15.6334
795,YT00794,163,2,3,6,209400,13681,2429,777,44964.74,1512021,10,9,2324.0,41,19.9417
796,YT00795,223,4,2,1,490534,58724,8574,1156,54192.83,1160729,11,3,14991.0,40,37.4518
797,YT00796,77,2,2,6,215593,10742,1317,959,8783.59,3168785,14,15,6519.0,41,17.2648
798,YT00797,11,3,1,5,139844,5502,323,475,21966.47,1772344,7,6,639.0,37,11.9645
799,YT00798,199,4,3,5,1229461,67168,10729,3612,226110.52,3878550,5,8,3237.0,37,57.2136
800,YT00799,291,1,4,4,1019761,42851,3846,3700,268986.43,2250775,8,7,11965.0,41,46.722
801,YT00800,241,3,1,7,217583,24605,1904,1820,15193.47,440535,8,14,4026.0,44,28.3561
802,YT00801,184,4,1,1,432578,14629,901,1212,103005.71,511583,8,10,12157.0,40,22.0765
803,YT00802,88,3,2,2,709254,80768,4384,2634,170988.67,1497743,13,7,16935.0,41,46.2833
804,YT00803,249,4,1,3,1040271,77096,5708,6263,282605.42,1845489,1,13,16810.0,50,54.5345
805,YT00804,61,4,1,3,759512,73573,6548,5850,206558.25,1503152,12,14,13592.0,50,48.6055
806,YT00805,283,5,1,6,255013,6438,764,113,18912.09,240274,4,14,3585.0,41,12.8781
807,YT00806,168,1,1,2,434327,11651,462,927,105390.77,3654679,11,17,1389.0,41,20.579
808,YT00807,154,2,1,5,148681,13793,600,910,16273.88,1117790,13,2,2325.0,37,23.6736
809,YT00808,219,1,1,7,431288,38039,1971,2234,55122.14,3468693,7,13,12173.0,44,33.497
810,YT00809,48,1,3,6,613502,46760,5613,3193,147181.1,3511924,5,10,11272.0,41,38.1819
811,YT00810,219,3,4,3,441763,33954,2905,1610,88415.13,2556815,10,4,12256.0,50,31.2522
812,YT00811,279,3,1,2,396394,43838,4589,3101,61652.26,741955,12,18,8121.0,41,35.1633
