video_id,title,category,subcategory,region,channel_type,published_at,trending_date,views,likes,comments,shares,watch_time_minutes,subscriber_count,days_since_published,tag_count,ad_spend
YT00754,Esports creator video 754: trending ideas,Gaming,Esports,Canada,Media Company,2025-08-05,2025-08-09,789464,37094,6547,2967,201799.37,3748734,4,15,8520
YT00755,Walkthrough creator video 755: trending ideas,Gaming,Walkthrough,Australia,Educational,2025-05-28,2025-06-03,1013034,117938,8337,10354,198298.96,3843735,6,9,9409
YT00756,Technology creator video 756: trending ideas,Education,Technology,India,Individual,2025-05-15,2025-05-18,209897,7133,1236,603,43228.39,3758429,3,6,4296
YT00757,Film & Animation creator video 757: trending ideas,Entertainment,Film & Animation,Canada,Individual,2025-06-06,2025-06-10,852674,69959,10639,2256,127578.49,3609800,4,15,3328
YT00758,Hip Hop creator video 758: trending ideas,Music,Hip Hop,Australia,Media Company,2025-10-23,2025-11-02,390457,40170,5268,2323,95643.66,1285922,10,12,2240
YT00759,Science creator video 759: trending ideas,Education,Science,Australia,Individual,2025-08-09,2025-08-23,395744,36291,5617,1998,73052.6,167735,14,16,17906
YT00760,Pop creator video 760: trending ideas,Music,Pop,Canada,Brand,2025-02-14,2025-02-26,1007358,120834,7823,3195,50638.38,2481466,12,5,17817
YT00761,Walkthrough creator video 761: trending ideas,Gaming,Walkthrough,United States,Brand,2025-02-07,2025-02-20,803243,83245,2693,2900,53482.33,2008738,13,11,9398
YT00762,Science creator video 762: trending ideas,Education,Science,Canada,Educational,2025-07-24,2025-08-06,386401,15040,2520,1329,85066.93,3623800,13,9,10319
YT00763,Technology creator video 763: trending ideas,Education,Technology,Australia,Educational,2025-08-02,2025-08-13,429756,45820,6879,1268,48655.57,2621725,11,3,14923
YT00764,Esports creator video 764: trending ideas,Gaming,Esports,United States,Educational,2025-10-19,2025-10-28,631477,73614,3873,4384,58642.28,2695592,9,10,8718
YT00765,Film & Animation creator video 765: trending ideas,Entertainment,Film & Animation,Australia,Educational,2025-09-15,2025-09-29,492769,21744,890,1073,60370.77,2910702,14,11,17043
YT00766,Esports creator video 766: trending ideas,Gaming,Esports,Canada,Individual,2025-10-11,2025-10-19,633223,48538,5768,2799,171227.62,3123983,8,8,14662
YT00767,Pop creator video 767: trending ideas,Music,Pop,United Kingdom,Educational,2025-05-15,2025-05-28,269286,28459,4422,1757,35012.15,814818,13,18,3022
YT00768,Hip Hop creator video 768: trending ideas,Music,Hip Hop,India,Media Company,2025-07-27,2025-08-07,491526,23799,3064,1418,32543.67,767315,11,5,16278
YT00769,Walkthrough creator video 769: trending ideas,Gaming,Walkthrough,United States,Educational,2025-03-22,2025-04-05,382791,34388,3788,996,34170.6,3413438,14,17,5362
YT00770,Science creator video 770: trending ideas,Education,Science,United States,Brand,2025-05-30,2025-06-07,222352,21804,1479,1607,24468.34,462642,8,10,7454
YT00771,Walkthrough creator video 771: trending ideas,Gaming,Walkthrough,United States,Media Company,2025-02-07,2025-02-08,724908,48199,7415,3284,82625.55,2962978,1,9,2230
YT00772,Hip Hop creator video 772: trending ideas,Music,Hip Hop,Canada,Media Company,2025-07-03,2025-07-17,318711,16485,2551,550,25370.85,774034,14,10,13089
YT00773,Walkthrough creator video 773: trending ideas,Gaming,Walkthrough,United Kingdom,Brand,2025-03-17,2025-03-29,255732,23276,1252,622,30360.28,3807229,12,9,2545
YT00774,Walkthrough creator video 774: trending ideas,Gaming,Walkthrough,United Kingdom,Brand,2025-02-27,2025-03-09,420628,36480,5755,1242,74020.41,1522472,10,10,9778
YT00775,Hip Hop creator video 775: trending ideas,Music,Hip Hop,Canada,Brand,2025-03-07,2025-03-09,935212,90192,15638,1876,93940.0,2410982,2,4,15115
YT00776,Pop creator video 776: trending ideas,Music,Pop,India,Brand,2025-01-24,2025-02-06,825346,71064,5701,2179,148501.49,3081381,13,3,12722
YT00777,Science creator video 777: trending ideas,Education,Science,United Kingdom,Educational,2025-04-07,2025-04-10,312515,13610,1876,1042,27216.95,787784,3,15,2110
YT00778,Walkthrough creator video 778: trending ideas,Gaming,Walkthrough,United Kingdom,Individual,2025-03-19,2025-03-25,384429,30011,4198,2192,64560.12,881125,6,11,7359
YT00779,Esports creator video 779: trending ideas,Gaming,Esports,India,Individual,2025-07-07,2025-07-17,411593,44665,2061,2485,76256.94,2259021,10,4,5452
YT00780,Esports creator video 780: trending ideas,Gaming,Esports,Canada,Brand,2025-05-13,2025-05-26,418741,32947,5399,1008,53743.35,2236189,13,18,6378
YT00781,Technology creator video 781: trending ideas,Education,Technology,India,Individual,2025-08-11,2025-08-20,194933,14994,1890,291,40483.41,3240399,9,3,5123
YT00782,Walkthrough creator video 782: trending ideas,Gaming,Walkthrough,United States,Individual,2025-02-08,2025-02-09,820621,26167,3844,1207,146826.38,123446,1,4,17477
YT00783,Comedy creator video 783: trending ideas,Entertainment,Comedy,Australia,Media Company,2025-10-13,2025-10-18,308922,28995,1531,1796,47110.14,1405077,5,3,11232
YT00784,Technology creator video 784: trending ideas,Education,Technology,India,Media Company,2025-06-04,2025-06-11,424398,11713,1293,745,49492.59,1545367,7,15,9079
YT00785,Science creator video 785: trending ideas,Education,Science,United States,Brand,2025-02-14,2025-02-15,279436,33208,5104,1149,43598.14,1098766,1,12,1088
YT00786,Comedy creator video 786: trending ideas,Entertainment,Comedy,Australia,Media Company,2025-02-15,2025-02-22,179761,16960,954,697,47398.21,2651297,7,7,1264
YT00787,Film & Animation creator video 787: trending ideas,Entertainment,Film & Animation,United States,Educational,2025-03-12,2025-03-20,550299,56614,9850,2258,125449.41,1836863,8,10,6406
YT00788,Esports creator video 788: trending ideas,Gaming,Esports,Australia,Media Company,2025-10-20,2025-10-30,421040,15083,2308,401,51836.78,1065516,10,10,9841
YT00789,Technology creator video 789: trending ideas,Education,Technology,United Kingdom,Individual,2025-08-03,2025-08-09,295938,31555,5360,2689,14522.48,3085586,6,17,286
YT00790,Technology creator video 790: trending ideas,Education,Technology,United Kingdom,Brand,2025-02-17,2025-02-21,255169,15165,1301,838,27158.64,2808685,4,2,600
YT00791,Pop creator video 791: trending ideas,Music,Pop,India,Media Company,2025-01-12,2025-01-24,218380,12216,491,403,9833.15,2263790,12,5,213
YT00792,Technology creator video 792: trending ideas,Education,Technology,Australia,Media Company,2025-01-14,2025-01-18,441532,14589,1765,880,30877.67,1037542,4,5,12372
YT00793,Technology creator video 793: trending ideas,Education,Technology,Australia,Educational,2025-06-19,2025-06-26,194983,9349,1602,512,27130.74,1766196,7,10,4208
YT00794,Science creator video 794: trending ideas,Education,Science,Canada,Individual,2025-06-07,2025-06-17,209400,13681,2429,777,44964.74,1512021,10,9,2324
YT00795,Comedy creator video 795: trending ideas,Entertainment,Comedy,United Kingdom,Educational,2025-08-05,2025-08-16,490534,58724,8574,1156,54192.83,1160729,11,3,14991
YT00796,Science creator video 796: trending ideas,Education,Science,Canada,Educational,2025-03-08,2025-03-22,215593,10742,1317,959,8783.59,3168785,14,15,6519
YT00797,Pop creator video 797: trending ideas,Music,Pop,India,Brand,2025-01-07,2025-01-14,139844,5502,323,475,21966.47,1772344,7,6,639
YT00798,Pop creator video 798: trending ideas,Music,Pop,United Kingdom,Individual,2025-07-18,2025-07-23,1229461,67168,10729,3612,226110.52,3878550,5,8,3237
YT00799,Hip Hop creator video 799: trending ideas,Music,Hip Hop,Australia,Media Company,2025-10-15,2025-10-23,1019761,42851,3846,3700,268986.43,2250775,8,7,11965
YT00800,Technology creator video 800: trending ideas,Education,Technology,India,Brand,2025-08-26,2025-09-03,217583,24605,1904,1820,15193.47,440535,8,14,4026
YT00801,Comedy creator video 801: trending ideas,Entertainment,Comedy,United Kingdom,Brand,2025-06-30,2025-07-08,432578,14629,901,1212,103005.71,511583,8,10,12157
YT00802,Esports creator video 802: trending ideas,Gaming,Esports,India,Educational,2025-03-20,2025-04-02,709254,80768,4384,2634,170988.67,1497743,13,7,16935
YT00803,Film & Animation creator video 803: trending ideas,Entertainment,Film & Animation,United Kingdom,Brand,2025-09-10,2025-09-11,1040271,77096,5708,6263,282605.42,1845489,1,13,16810
YT00804,Film & Animation creator video 804: trending ideas,Entertainment,Film & Animation,United Kingdom,Brand,2025-02-21,2025-03-05,759512,73573,6548,5850,206558.25,1503152,12,14,13592
YT00805,Science creator video 805: trending ideas,Education,Science,United States,Brand,2025-10-11,2025-10-15,255013,6438,764,113,18912.09,240274,4,14,3585
YT00806,Esports creator video 806: trending ideas,Gaming,Esports,Australia,Brand,2025-06-11,2025-06-22,434327,11651,462,927,105390.77,3654679,11,17,1389
YT00807,Pop creator video 807: trending ideas,Music,Pop,Canada,Brand,2025-05-26,2025-06-08,148681,13793,600,910,16273.88,1117790,13,2,2325
YT00808,Technology creator video 808: trending ideas,Education,Technology,Australia,Brand,2025-08-05,2025-08-12,431288,38039,1971,2234,55122.14,3468693,7,13,12173
YT00809,Science creator video 809: trending ideas,Education,Science,Australia,Individual,2025-02-15,2025-02-20,613502,46760,5613,3193,147181.1,3511924,5,10,11272
YT00810,Film & Animation creator video 810: trending ideas,Entertainment,Film & Animation,India,Media Company,2025-08-02,2025-08-12,441763,33954,2905,1610,88415.13,2556815,10,4,12256
YT00811,Esports creator video 811: trending ideas,Gaming,Esports,India,Brand,2025-09-29,2025-10-11,396394,43838,4589,3101,61652.26,741955,12,18,8121
YT00812,Comedy creator video 812: trending ideas,Entertainment,Comedy,United States,Brand,2025-01-06,2025-01-14,433891,40836,2612,2785,102644.52,2387648,8,2,9265
YT00813,Hip Hop creator video 813: trending ideas,Music,Hip Hop,Canada,Educational,2025-03-27,2025-03-30,1266729,67697,11459,1364,337055.45,2172441,3,11,17905
YT00814,Hip Hop creator video 814: trending ideas,Music,Hip Hop,Canada,Media Company,2025-09-23,2025-10-06,677117,78153,10432,2867,96336.58,1285951,13,8,13942
YT00815,Comedy creator video 815: trending ideas,Entertainment,Comedy,Australia,Media Company,2025-07-21,2025-08-03,502406,37640,2029,2642,111332.14,1862459,13,11,15434
YT00816,Film & Animation creator video 816: trending ideas,Entertainment,Film & Animation,United States,Educational,2025-07-18,2025-07-19,516515,43445,5430,1999,112419.84,3702373,1,8,3392
YT00817,Science creator video 817: trending ideas,Education,Science,Canada,Individual,2025-01-19,2025-01-27,356711,34400,2114,3085,16565.04,2532686,8,9,7343
YT00818,Esports creator video 818: trending ideas,Gaming,Esports,Canada,Brand,2025-06-09,2025-06-13,534252,30067,1769,1387,128709.99,552589,4,17,6927
YT00819,Science creator video 819: trending ideas,Education,Science,United States,Brand,2025-05-01,2025-05-07,327732,23576,2178,1468,86264.01,1733976,6,6,8218
YT00820,Walkthrough creator video 820: trending ideas,Gaming,Walkthrough,Australia,Educational,2025-02-19,2025-02-22,724875,72839,8306,2929,73967.01,3880094,3,6,698
YT00821,Comedy creator video 821: trending ideas,Entertainment,Comedy,India,Brand,2025-04-12,2025-04-20,758207,63331,3915,3009,116810.23,1095262,8,10,15007
YT00822,Comedy creator video 822: trending ideas,Entertainment,Comedy,United Kingdom,Educational,2025-10-20,2025-10-24,733188,55116,2410,3433,147528.21,3369824,4,4,10459
YT00823,Esports creator video 823: trending ideas,Gaming,Esports,United States,Individual,2025-05-27,2025-05-29,300652,19707,3197,1511,51611.58,754771,2,16,6549
YT00824,Pop creator video 824: trending ideas,Music,Pop,Canada,Media Company,2025-08-17,2025-08-20,782360,44494,1800,1898,117349.73,27102,3,18,17838
YT00825,Esports creator video 825: trending ideas,Gaming,Esports,United Kingdom,Educational,2025-08-13,2025-08-27,356667,42200,2277,1122,72415.75,1098206,14,18,684
YT00826,Film & Animation creator video 826: trending ideas,Entertainment,Film & Animation,Australia,Media Company,2025-07-01,2025-07-15,456306,41349,2772,1072,84120.86,274287,14,7,16810
YT00827,Hip Hop creator video 827: trending ideas,Music,Hip Hop,India,Media Company,2025-04-24,2025-04-30,615177,40992,5280,3595,153204.53,3513385,6,10,11816
YT00828,Science creator video 828: trending ideas,Education,Science,India,Educational,2025-03-03,2025-03-16,294272,19893,3350,834,37967.12,813780,13,3,17561
YT00829,Film & Animation creator video 829: trending ideas,Entertainment,Film & Animation,United States,Educational,2025-05-04,2025-05-07,264432,28153,4605,957,70746.59,153168,3,18,392
YT00830,Science creator video 830: trending ideas,Education,Science,United States,Media Company,2025-01-09,2025-01-22,85756,6579,734,182,11223.4,207340,13,7,2129
YT00831,Film & Animation creator video 831: trending ideas,Entertainment,Film & Animation,Australia,Educational,2025-03-18,2025-03-24,531159,27985,4142,1401,21683.02,3064897,6,11,1837
YT00832,Comedy creator video 832: trending ideas,Entertainment,Comedy,Canada,Individual,2025-08-22,2025-08-25,1164672,110812,18332,7164,222115.53,2692019,3,15,17891
YT00833,Film & Animation creator video 833: trending ideas,Entertainment,Film & Animation,United Kingdom,Individual,2025-03-19,2025-03-26,546752,51719,6410,3555,127724.65,1465802,7,14,9216
YT00834,Technology creator video 834: trending ideas,Education,Technology,United Kingdom,Educational,2025-03-09,2025-03-14,437817,32591,1300,2930,103600.59,1584761,5,11,15032
YT00835,Hip Hop creator video 835: trending ideas,Music,Hip Hop,United Kingdom,Brand,2025-02-18,2025-02-27,525810,40415,6345,2173,48280.0,741133,9,13,14872
YT00836,Technology creator video 836: trending ideas,Education,Technology,Australia,Media Company,2025-05-07,2025-05-11,580158,67814,9084,5256,94199.2,3694259,4,16,12830
YT00837,Film & Animation creator video 837: trending ideas,Entertainment,Film & Animation,Australia,Educational,2025-04-30,2025-05-10,585966,33080,2349,1596,76194.83,1452579,10,16,9311
YT00838,Esports creator video 838: trending ideas,Gaming,Esports,United States,Media Company,2025-06-17,2025-06-28,583977,55061,7958,4149,99667.85,2774063,11,8,14543
YT00839,Walkthrough creator video 839: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-07-08,2025-07-10,738279,67039,8454,4751,194080.03,1034287,2,6,11669
YT00840,Comedy creator video 840: trending ideas,Entertainment,Comedy,India,Brand,2025-09-07,2025-09-14,796851,68644,5628,5584,58433.0,3544742,7,14,1396
YT00841,Hip Hop creator video 841: trending ideas,Music,Hip Hop,United States,Media Company,2025-07-31,2025-08-05,908519,69386,5243,1119,58804.11,3900960,5,18,12972
YT00842,Technology creator video 842: trending ideas,Education,Technology,Canada,Brand,2025-01-28,2025-02-08,269676,12106,1198,327,59519.54,1636476,11,5,10078
YT00843,Esports creator video 843: trending ideas,Gaming,Esports,Canada,Educational,2025-05-04,2025-05-08,357418,20776,2763,936,33870.16,2801239,4,10,3922
YT00844,Science creator video 844: trending ideas,Education,Science,Australia,Media Company,2025-05-27,2025-05-29,151721,6590,621,160,7744.39,2434977,2,12,1855
YT00845,Comedy creator video 845: trending ideas,Entertainment,Comedy,India,Brand,2025-04-02,2025-04-15,719939,30429,1960,1406,172175.57,2699249,13,7,10445
YT00846,Technology creator video 846: trending ideas,Education,Technology,Australia,Individual,2025-04-07,2025-04-16,574694,15538,734,1198,96641.47,2378082,9,17,16953
YT00847,Pop creator video 847: trending ideas,Music,Pop,India,Brand,2025-04-03,2025-04-10,903343,29141,5022,2043,183745.31,1159140,7,17,17209
YT00848,Walkthrough creator video 848: trending ideas,Gaming,Walkthrough,United Kingdom,Individual,2025-10-15,2025-10-21,591133,40803,2031,2175,160402.21,1621680,6,11,6763
YT00849,Hip Hop creator video 849: trending ideas,Music,Hip Hop,United Kingdom,Individual,2025-01-27,2025-02-10,463772,13568,1811,1150,115881.56,3655307,14,3,3604
YT00850,Esports creator video 850: trending ideas,Gaming,Esports,United Kingdom,Media Company,2025-02-13,2025-02-27,166345,16850,1679,1406,10560.91,46114,14,9,4169
YT00851,Science creator video 851: trending ideas,Education,Science,Canada,Educational,2025-05-08,2025-05-21,292811,12182,2161,810,33040.96,987066,13,15,13714
YT00852,Science creator video 852: trending ideas,Education,Science,United States,Individual,2025-10-11,2025-10-18,489154,44122,6547,2793,34663.6,3481196,7,9,9271
YT00853,Comedy creator video 853: trending ideas,Entertainment,Comedy,United Kingdom,Individual,2025-01-13,2025-01-22,371884,19491,724,406,40753.04,3778175,9,5,2954
YT00854,Esports creator video 854: trending ideas,Gaming,Esports,United States,Brand,2025-01-28,2025-01-30,1167120,128297,10379,3847,168357.24,3397990,2,15,12269
YT00855,Science creator video 855: trending ideas,Education,Science,United Kingdom,Media Company,2025-07-01,2025-07-04,483160,52633,3242,3567,19354.28,49929,3,10,17251
YT00856,Hip Hop creator video 856: trending ideas,Music,Hip Hop,Australia,Media Company,2025-04-10,2025-04-22,490565,46930,3319,1579,78598.77,3179520,12,17,14372
YT00857,Esports creator video 857: trending ideas,Gaming,Esports,United States,Individual,2025-03-02,2025-03-07,271762,9966,467,409,48606.12,2770985,5,5,6240
YT00858,Technology creator video 858: trending ideas,Education,Technology,United Kingdom,Media Company,2025-06-30,2025-07-02,399900,25324,2158,1146,52168.37,1949468,2,13,5800
YT00859,Film & Animation creator video 859: trending ideas,Entertainment,Film & Animation,United Kingdom,Media Company,2025-03-31,2025-04-13,352940,18137,2303,1233,22887.57,890002,13,8,8551
YT00860,Hip Hop creator video 860: trending ideas,Music,Hip Hop,India,Media Company,2025-10-21,2025-10-28,382265,18094,1439,319,62011.61,721008,7,14,6434
YT00861,Technology creator video 861: trending ideas,Education,Technology,United Kingdom,Media Company,2025-07-18,2025-08-01,328713,34591,1941,2067,24381.26,1602625,14,5,8563
YT00862,Film & Animation creator video 862: trending ideas,Entertainment,Film & Animation,United Kingdom,Individual,2025-10-18,2025-10-28,1202855,94966,4659,7060,169053.13,3079187,10,7,16795
YT00863,Esports creator video 863: trending ideas,Gaming,Esports,Australia,Brand,2025-10-23,2025-11-03,222372,18792,2718,1105,31597.51,43567,11,9,4963
YT00864,Technology creator video 864: trending ideas,Education,Technology,United States,Educational,2025-07-31,2025-08-08,428718,13227,1103,601,49087.04,1517844,8,10,14413
YT00865,Pop creator video 865: trending ideas,Music,Pop,Canada,Media Company,2025-08-18,2025-08-20,556806,29258,2976,1039,121643.8,1612101,2,15,2245
YT00866,Technology creator video 866: trending ideas,Education,Technology,United States,Individual,2025-04-26,2025-04-27,387419,10697,1267,294,73883.2,1752919,1,5,14977
YT00867,Comedy creator video 867: trending ideas,Entertainment,Comedy,United Kingdom,Media Company,2025-04-09,2025-04-19,303246,25124,3502,1138,58230.48,17396,10,17,1132
YT00868,Esports creator video 868: trending ideas,Gaming,Esports,India,Educational,2025-09-14,2025-09-24,691991,51776,4456,3268,192076.15,1303675,10,13,12642
YT00869,Pop creator video 869: trending ideas,Music,Pop,Canada,Brand,2025-06-24,2025-06-30,427240,46095,7453,3008,41973.42,3269207,6,13,5359
YT00870,Pop creator video 870: trending ideas,Music,Pop,India,Educational,2025-06-26,2025-07-03,861767,28387,1427,1705,59072.68,2653773,7,3,10300
YT00871,Technology creator video 871: trending ideas,Education,Technology,United Kingdom,Individual,2025-09-02,2025-09-07,321537,29727,2471,2099,49959.65,186348,5,8,15538
YT00872,Esports creator video 872: trending ideas,Gaming,Esports,United Kingdom,Brand,2025-08-22,2025-08-31,431023,16214,2095,641,17979.14,2054353,9,12,4861
YT00873,Esports creator video 873: trending ideas,Gaming,Esports,India,Media Company,2025-04-13,2025-04-14,630436,47085,8079,3115,100160.89,2098240,1,14,14387
YT00874,Science creator video 874: trending ideas,Education,Science,Australia,Brand,2025-06-29,2025-07-01,230330,13978,1638,1176,30938.05,977199,2,15,2123
YT00875,Esports creator video 875: trending ideas,Gaming,Esports,India,Media Company,2025-02-14,2025-02-23,484920,38559,1340,843,71553.18,1871241,9,12,2956
YT00876,Walkthrough creator video 876: trending ideas,Gaming,Walkthrough,India,Brand,2025-10-01,2025-10-11,411802,19593,1548,616,40400.7,2124470,10,13,16666
YT00877,Pop creator video 877: trending ideas,Music,Pop,Canada,Media Company,2025-02-18,2025-02-23,841755,91233,16170,4879,205908.02,3165854,5,14,5321
YT00878,Technology creator video 878: trending ideas,Education,Technology,United Kingdom,Educational,2025-03-08,2025-03-13,331306,31781,4969,503,58001.12,2380855,5,5,8846
YT00879,Comedy creator video 879: trending ideas,Entertainment,Comedy,United Kingdom,Media Company,2025-07-28,2025-08-10,335271,10140,1349,830,88941.54,276537,13,12,10759
YT00880,Technology creator video 880: trending ideas,Education,Technology,India,Individual,2025-07-10,2025-07-15,407696,23920,2473,800,78992.87,3938827,5,10,2354
YT00881,Science creator video 881: trending ideas,Education,Science,United Kingdom,Media Company,2025-10-26,2025-11-06,237463,19869,3427,1111,38848.76,643548,11,8,7336
YT00882,Esports creator video 882: trending ideas,Gaming,Esports,United Kingdom,Individual,2025-06-21,2025-06-25,661430,68258,12242,1052,162973.6,1517448,4,9,10973
YT00883,Film & Animation creator video 883: trending ideas,Entertainment,Film & Animation,United States,Individual,2025-07-29,2025-08-05,401814,16417,2677,992,96867.41,736721,7,5,12726
YT00884,Technology creator video 884: trending ideas,Education,Technology,India,Brand,2025-01-05,2025-01-11,324181,11704,510,675,53019.76,2181822,6,2,17554
YT00885,Walkthrough creator video 885: trending ideas,Gaming,Walkthrough,Australia,Educational,2025-01-11,2025-01-20,338583,34108,5991,567,65723.3,1321520,9,17,3697
YT00886,Esports creator video 886: trending ideas,Gaming,Esports,India,Educational,2025-04-16,2025-04-21,807461,68934,9782,5508,187443.4,3557938,5,7,4708
YT00887,Walkthrough creator video 887: trending ideas,Gaming,Walkthrough,United Kingdom,Educational,2025-06-18,2025-07-01,302843,19632,2484,344,80175.61,84180,13,13,8658
YT00888,Hip Hop creator video 888: trending ideas,Music,Hip Hop,Australia,Media Company,2025-08-16,2025-08-18,527903,53031,9230,1722,111976.7,2138743,2,13,1439
YT00889,Pop creator video 889: trending ideas,Music,Pop,India,Individual,2025-06-14,2025-06-15,328336,17757,2951,471,90286.37,124059,1,7,4306
YT00890,Science creator video 890: trending ideas,Education,Science,Canada,Brand,2025-09-01,2025-09-02,613475,30109,1269,2302,77660.9,241256,1,10,16448
YT00891,Comedy creator video 891: trending ideas,Entertainment,Comedy,Canada,Brand,2025-08-27,2025-09-03,346876,9651,1516,849,76491.79,718334,7,2,14169
YT00892,Comedy creator video 892: trending ideas,Entertainment,Comedy,Australia,Individual,2025-09-28,2025-10-07,483117,42928,1442,3094,30222.1,1498439,9,7,10563
YT00893,Technology creator video 893: trending ideas,Education,Technology,India,Individual,2025-03-02,2025-03-12,407624,15773,2339,550,110705.71,2983851,10,15,9567
YT00894,Hip Hop creator video 894: trending ideas,Music,Hip Hop,United Kingdom,Educational,2025-08-01,2025-08-13,229843,22463,3062,1092,16399.66,2022446,12,5,3359
YT00895,Pop creator video 895: trending ideas,Music,Pop,Australia,Brand,2025-06-15,2025-06-19,690360,25895,1150,526,150867.23,2837080,4,15,1403
YT00896,Esports creator video 896: trending ideas,Gaming,Esports,Canada,Brand,2025-03-16,2025-03-27,286912,33199,2302,701,29020.75,1519609,11,12,7613
YT00897,Hip Hop creator video 897: trending ideas,Music,Hip Hop,Canada,Educational,2025-02-01,2025-02-08,550522,32269,4060,1650,82077.73,3875818,7,14,3092
YT00898,Comedy creator video 898: trending ideas,Entertainment,Comedy,United Kingdom,Educational,2025-08-03,2025-08-15,346066,10152,1775,803,31110.02,3772782,12,9,655
YT00899,Film & Animation creator video 899: trending ideas,Entertainment,Film & Animation,United Kingdom,Individual,2025-08-27,2025-08-28,828972,56248,1850,1934,83076.2,3011816,1,11,5219
YT00900,Pop creator video 900: trending ideas,Music,Pop,India,Individual,2025-03-17,2025-03-25,595649,30164,5213,1000,64266.79,1203218,8,16,12986
YT00901,Esports creator video 901: trending ideas,Gaming,Esports,Australia,Media Company,2025-02-16,2025-02-18,1047803,45814,4148,1570,225942.23,2428518,2,11,16943
YT00902,Science creator video 902: trending ideas,Education,Science,India,Brand,2025-03-30,2025-04-13,294981,12835,637,1081,79808.0,558545,14,13,16412
YT00903,Science creator video 903: trending ideas,Education,Science,Canada,Media Company,2025-05-18,2025-05-26,313651,18810,2947,671,38709.55,2194825,8,11,3704
YT00904,Comedy creator video 904: trending ideas,Entertainment,Comedy,Canada,Educational,2025-08-17,2025-08-26,468614,30790,4308,717,24078.75,3992801,9,11,11236
YT00905,Film & Animation creator video 905: trending ideas,Entertainment,Film & Animation,Canada,Media Company,2025-09-12,2025-09-24,232047,9520,1245,626,45212.02,2668942,12,8,840
YT00906,Pop creator video 906: trending ideas,Music,Pop,United States,Media Company,2025-08-19,2025-08-30,804244,49275,7916,1068,153755.49,1959888,11,16,10895
YT00907,Walkthrough creator video 907: trending ideas,Gaming,Walkthrough,United States,Educational,2025-09-16,2025-09-19,585912,67046,6768,5361,72459.53,1360329,3,18,6053
YT00908,Science creator video 908: trending ideas,Education,Science,United States,Individual,2025-01-09,2025-01-20,386662,44425,5798,1791,80091.67,2556178,11,14,9577
YT00909,Science creator video 909: trending ideas,Education,Science,Canada,Brand,2025-02-01,2025-02-12,122243,5596,541,123,5008.12,3249333,11,2,3203
YT00910,Esports creator video 910: trending ideas,Gaming,Esports,India,Individual,2025-02-06,2025-02-08,405782,44465,7964,2512,20185.55,2429080,2,7,6626
YT00911,Walkthrough creator video 911: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-04-03,2025-04-10,577902,17541,1173,1244,136548.55,969609,7,7,13866
YT00912,Walkthrough creator video 912: trending ideas,Gaming,Walkthrough,India,Educational,2025-09-20,2025-09-28,671787,33245,5143,2114,140561.2,1089230,8,14,14274
YT00913,Hip Hop creator video 913: trending ideas,Music,Hip Hop,Australia,Educational,2025-03-27,2025-04-04,1425184,36721,2633,2222,129498.45,2893274,8,4,17254
YT00914,Pop creator video 914: trending ideas,Music,Pop,United Kingdom,Educational,2025-06-01,2025-06-03,1367628,161030,6105,10922,71081.77,2672122,2,18,12250
YT00915,Film & Animation creator video 915: trending ideas,Entertainment,Film & Animation,Canada,Media Company,2025-08-24,2025-09-07,214937,21240,3132,773,10204.57,894888,14,3,3710
YT00916,Walkthrough creator video 916: trending ideas,Gaming,Walkthrough,United States,Brand,2025-08-13,2025-08-14,542246,23066,3167,1845,127800.65,905403,1,12,9170
YT00917,Esports creator video 917: trending ideas,Gaming,Esports,India,Brand,2025-06-11,2025-06-17,244388,17770,2068,504,16038.59,2360230,6,5,1329
YT00918,Comedy creator video 918: trending ideas,Entertainment,Comedy,Australia,Media Company,2025-09-08,2025-09-19,448845,11849,1044,452,97745.08,2811211,11,10,5056
YT00919,Walkthrough creator video 919: trending ideas,Gaming,Walkthrough,India,Individual,2025-02-02,2025-02-09,857146,97518,11086,6760,99976.88,2239684,7,10,15896
YT00920,Comedy creator video 920: trending ideas,Entertainment,Comedy,United Kingdom,Individual,2025-01-31,2025-02-13,833885,52291,5008,4068,55804.99,3673351,13,7,16698
YT00921,Hip Hop creator video 921: trending ideas,Music,Hip Hop,United Kingdom,Media Company,2025-09-04,2025-09-16,166773,18466,1190,806,11692.11,1423206,12,10,48
YT00922,Technology creator video 922: trending ideas,Education,Technology,India,Media Company,2025-09-05,2025-09-12,406970,15124,730,810,105571.09,3674674,7,2,4910
YT00923,Comedy creator video 923: trending ideas,Entertainment,Comedy,Canada,Individual,2025-09-18,2025-09-20,549341,59156,5324,4425,126421.85,377023,2,14,8710
YT00924,Hip Hop creator video 924: trending ideas,Music,Hip Hop,United Kingdom,Media Company,2025-01-18,2025-01-29,412504,13152,2029,655,112081.92,1320747,11,6,5429
YT00925,Pop creator video 925: trending ideas,Music,Pop,United States,Individual,2025-07-03,2025-07-10,451169,41294,2995,3412,32761.04,1682076,7,17,9362
YT00926,Esports creator video 926: trending ideas,Gaming,Esports,Australia,Brand,2025-05-17,2025-05-28,246349,9823,703,226,28390.45,810186,11,8,6980
YT00927,Film & Animation creator video 927: trending ideas,Entertainment,Film & Animation,United States,Individual,2025-06-02,2025-06-04,1044210,65709,6526,2924,133207.61,2309326,2,10,17150
